Program;Year;Period;Week Ending;Geo Level;State;State ANSI;Ag District;Ag District Code;County;County ANSI;Zip Code;Region;watershed_code;Watershed;Commodity;Data Item;Domain;Domain Category;Value;CV (%)
SURVEY;2014;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,800,000;
SURVEY;2014;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,83;
SURVEY;2014;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;650;
SURVEY;2014;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;5,500,000;
SURVEY;2014;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,46;
SURVEY;2014;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,3;
SURVEY;2014;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;23,000,000;
SURVEY;2014;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,7;
SURVEY;2014;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,7;
SURVEY;2014;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;29,400,000;
SURVEY;2014;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,3;
SURVEY;2014;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;10,4;
SURVEY;2014;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;205,000,000;
SURVEY;2014;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;19,7;
SURVEY;2014;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;158;
SURVEY;2014;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;7,650,000,000;
SURVEY;2014;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;48,4;
SURVEY;2014;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,4;
SURVEY;2014;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;94,000,000;
SURVEY;2014;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,4;
SURVEY;2014;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4;
SURVEY;2014;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;54,000,000;
SURVEY;2014;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,5;
SURVEY;2013;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1;
SURVEY;2013;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;16,500,000;
SURVEY;2013;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;16,5;
SURVEY;2013;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;15,2;
SURVEY;2013;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;270,000,000;
SURVEY;2013;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,8;
SURVEY;2013;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2013;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;5,600,000;
SURVEY;2013;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,67;
SURVEY;2013;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2;
SURVEY;2013;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;27,000,000;
SURVEY;2013;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,5;
SURVEY;2013;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,7;
SURVEY;2013;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;70,600,000;
SURVEY;2013;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;26,1;
SURVEY;2013;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,8;
SURVEY;2013;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;16,000,000;
SURVEY;2013;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,89;
SURVEY;2013;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,4;
SURVEY;2013;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;30,000,000;
SURVEY;2013;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,4;
SURVEY;2013;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1;
SURVEY;2013;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;8,100,000;
SURVEY;2013;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,1;
SURVEY;2013;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
SURVEY;2013;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;27,000,000;
SURVEY;2013;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,31;
SURVEY;2013;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,9;
SURVEY;2013;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;36,800,000;
SURVEY;2013;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;19,4;
SURVEY;2013;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3;
SURVEY;2013;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;43,500,000;
SURVEY;2013;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,5;
SURVEY;2013;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;36;
SURVEY;2013;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,260,000,000;
SURVEY;2013;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;35;
SURVEY;2013;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
SURVEY;2013;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;29,000,000;
SURVEY;2013;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10;
SURVEY;2013;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2013;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;16,900,000;
SURVEY;2013;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,1;
SURVEY;2013;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,4;
SURVEY;2013;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;25,500,000;
SURVEY;2013;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;18,2;
SURVEY;2013;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,7;
SURVEY;2013;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;29,000,000;
SURVEY;2013;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;17,1;
SURVEY;2013;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;40,8;
SURVEY;2013;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;1,430,000,000;
SURVEY;2013;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;35;
SURVEY;2013;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;6;
SURVEY;2013;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;155,000,000;
SURVEY;2013;YEAR;;STATE;NORTH CAROLINA;37;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;25,8;
SURVEY;2013;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3,9;
SURVEY;2013;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;54,000,000;
SURVEY;2013;YEAR;;STATE;OHIO;39;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;13,8;
SURVEY;2013;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,9;
SURVEY;2013;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;141,000,000;
SURVEY;2013;YEAR;;STATE;OREGON;41;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;28,8;
SURVEY;2013;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED; (X);
SURVEY;2013;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED; (X);
SURVEY;2013;YEAR;;STATE;OTHER STATES;;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED; (X);
SURVEY;2013;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;20;
SURVEY;2013;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;514,000,000;
SURVEY;2013;YEAR;;STATE;PENNSYLVANIA;42;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;25,7;
SURVEY;2013;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;220;
SURVEY;2013;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;2,500,000;
SURVEY;2013;YEAR;;STATE;RHODE ISLAND;44;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11,4;
SURVEY;2013;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;650;
SURVEY;2013;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;6,900,000;
SURVEY;2013;YEAR;;STATE;TENNESSEE;47;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,6;
SURVEY;2013;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,3;
SURVEY;2013;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;16,500,000;
SURVEY;2013;YEAR;;STATE;UTAH;49;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12,7;
SURVEY;2013;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,6;
SURVEY;2013;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;34,000,000;
SURVEY;2013;YEAR;;STATE;VERMONT;50;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,3;
SURVEY;2013;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;10,7;
SURVEY;2013;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;215,000,000;
SURVEY;2013;YEAR;;STATE;VIRGINIA;51;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;20,1;
SURVEY;2013;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;153;
SURVEY;2013;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;5,900,000,000;
SURVEY;2013;YEAR;;STATE;WASHINGTON;53;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;38,6;
SURVEY;2013;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4,3;
SURVEY;2013;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;95,000,000;
SURVEY;2013;YEAR;;STATE;WEST VIRGINIA;54;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;22,1;
SURVEY;2013;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;4;
SURVEY;2013;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;48,000,000;
SURVEY;2013;YEAR;;STATE;WISCONSIN;55;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;12;
SURVEY;2012;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1;
SURVEY;2012;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;8,000,000;
SURVEY;2012;YEAR;;STATE;ARIZONA;4;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8;
SURVEY;2012;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;16;
SURVEY;2012;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;270,000,000;
SURVEY;2012;YEAR;;STATE;CALIFORNIA;6;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;16,9;
SURVEY;2012;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2012;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;17,000,000;
SURVEY;2012;YEAR;;STATE;COLORADO;8;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;14,2;
SURVEY;2012;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,9;
SURVEY;2012;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;16,500,000;
SURVEY;2012;YEAR;;STATE;CONNECTICUT;9;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,68;
SURVEY;2012;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,6;
SURVEY;2012;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;75,000,000;
SURVEY;2012;YEAR;;STATE;IDAHO;16;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;28,8;
SURVEY;2012;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,1;
SURVEY;2012;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;32,000,000;
SURVEY;2012;YEAR;;STATE;ILLINOIS;17;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;15,2;
SURVEY;2012;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,5;
SURVEY;2012;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;4,500,000;
SURVEY;2012;YEAR;;STATE;INDIANA;18;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3;
SURVEY;2012;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1;
SURVEY;2012;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;700;
SURVEY;2012;YEAR;;STATE;IOWA;19;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;700;
SURVEY;2012;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
SURVEY;2012;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;30,000,000;
SURVEY;2012;YEAR;;STATE;MAINE;23;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,3;
SURVEY;2012;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,9;
SURVEY;2012;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;35,000,000;
SURVEY;2012;YEAR;;STATE;MARYLAND;24;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;18,4;
SURVEY;2012;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;3;
SURVEY;2012;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;28,000,000;
SURVEY;2012;YEAR;;STATE;MASSACHUSETTS;25;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,33;
SURVEY;2012;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;35;
SURVEY;2012;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;115,000,000;
SURVEY;2012;YEAR;;STATE;MICHIGAN;26;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,29;
SURVEY;2012;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;2,9;
SURVEY;2012;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;13,500,000;
SURVEY;2012;YEAR;;STATE;MINNESOTA;27;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,66;
SURVEY;2012;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,2;
SURVEY;2012;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;35,000,000;
SURVEY;2012;YEAR;;STATE;MISSOURI;29;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;29,2;
SURVEY;2012;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,4;
SURVEY;2012;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;15,500,000;
SURVEY;2012;YEAR;;STATE;NEW HAMPSHIRE;33;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11,1;
SURVEY;2012;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;1,6;
SURVEY;2012;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - PRODUCTION, MEASURED IN LB;TOTAL;NOT SPECIFIED;35,000,000;
SURVEY;2012;YEAR;;STATE;NEW JERSEY;34;;;;;;;0;;APPLES;APPLES - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;21,9;
SURVEY;2012;YEAR;;STATE;NEW YORK;36;;;;;;;0;;APPLES;APPLES - ACRES BEARING;TOTAL;NOT SPECIFIED;40;
